num,name,addr,publisher,recommend,star,price
270,朝花夕拾（未删减版） 七年级上 人教版名著阅读课程化丛书 教材推荐必读书目 人民教育出版社（入选中小学生阅读指导目录 推荐阅读）,http://img3m7.ddimg.cn/32/5/25112867-1_l_6.jpg,2020-06-01 江苏凤凰文艺出版社,100%推荐,1087次,¥18.00
271,朝花夕拾(语文教材七年级上必读；大语文理念打造：思维导图+详细注释+知识拓展+彩色插图。上市即畅销25000册),http://img3m1.ddimg.cn/68/21/28535531-1_l_20.jpg,（美）麦克布莱德，于玲娜,99.9%推荐,235次,¥4.99
272,大国大民――王志纲话说中国人,http://img3m1.ddimg.cn/52/35/28991311-1_l_6.jpg,2015-09-01 机械工业出版社,99.9%推荐,541次,¥17.10
273,一年级必读经典书目 格林童话+安徒生童话+一千零一夜+伊索寓言彩绘注音版（4册）睡前故事书0-3-6--7-10岁拼音读物一二三年级课外阅读必读书籍经典书目,http://img3m8.ddimg.cn/5/17/1165837568-1_l_2.jpg,（美）萨莉・科韦莱斯奇（美）彼得・古德里奇,99.6%推荐,609次,¥17.50
274,信谊世界精选图画书・逃家小兔,http://img3m0.ddimg.cn/61/0/25227340-1_l_5.jpg,2020-07-30 北京科学技术出版社,100%推荐,1894次,¥29.90
275,《写给儿童的中国历史》（全彩铜版14册）中国孩子历史启蒙首选书，连续六年当当童书榜历史类图书状元！加印30次，累销1800万本，读者好评760000+,http://img3m6.ddimg.cn/76/35/23427436-1_l_6.jpg,胡华成,99.9%推荐,10971次,¥39.99
276,红星照耀中国（未删减版） 八年级上 人教版名著阅读课程化丛书 教材推荐必读书目 人民教育出版社 团购电话4001066666转6,http://img3m0.ddimg.cn/71/23/25278830-1_l_6.jpg,2020-08-01 电子工业出版社,99.9%推荐,1814次,¥9.90
277,童年（快乐读书吧・六年级上指定阅读，今年暑期月均销15000册，著名翻译家郑海凌无删节全译）,http://img3m2.ddimg.cn/31/24/25126132-1_l_1.jpg,[美]卡勒德・胡赛尼（Khaled Hosseini） 著，李继宏 译,100%推荐,859次,¥16.10
278,明朝那些事儿全集 增补版（新版全套9册）,http://img3m3.ddimg.cn/38/27/25102973-1_l_4.jpg,2006-05-01 上海人民出版社,100%推荐,4482次,¥177.50
279,顿悟时刻（超高质感精装哲思书，让你的精神世界不止一次被照亮，一部读得出“内心刺痛感”的深度巨作）,http://img3m9.ddimg.cn/59/31/29119919-1_l_9.jpg,鲁迅 著,100%推荐,112次,¥33.70
280,小狗钱钱套装（全2册）青春有你吴泽林推荐！一个童话般的理财故事，一幅没有画框的风景。,http://img3m0.ddimg.cn/1/13/25259950-1_l_5.jpg,2017-06-01 人民教育出版社,100%推荐,3707次,¥16.90
281,西游记（上下册）（未删减版）七年级上 人教版名著阅读课程化丛书 教材推荐必读书目 人民教育出版社（入选中小学生阅读指导目录 推荐阅读）,http://img3m5.ddimg.cn/40/11/25141585-1_l_1.jpg,（明）吴承恩 著,100%推荐,995次,¥49.40
282,新课标 边城（沈从文代表作）,http://img3m9.ddimg.cn/3/1/26922459-1_l_3.jpg,2017-07-01 人民教育出版社,99.9%推荐,2603次,¥15.70
283,异地恋的我们：一约既定，万山无阻,http://img3m4.ddimg.cn/41/20/27942494-1_l_3.jpg,沈从文,99.9%推荐,201次,¥5.99
284,突然好想大哭一场（签名版，附赠专享明信片）,http://img3m8.ddimg.cn/87/13/29000058-1_l_10.jpg,2019-04-01 中国友谊出版公司,100%推荐,104次,¥19.42
285,乌丢丢的奇遇（师生家长共读本）精美插图版 曹文轩推荐儿童文学经典 中小学生课外阅读经典 45万多名读者热评！,http://img3m3.ddimg.cn/20/24/25257593-1_l_15.jpg,夏至著，交通社出品 有容书邦发行,100%推荐,4958次,¥14.80
286,乡土中国（《语文》推荐阅读丛书 人民文学出版社）清华校长推荐阅读,http://img3m2.ddimg.cn/23/36/27937922-1_l_3.jpg,2019-10-01 人民交通出版社,99.9%推荐,172次,¥22.50
287,我的第一本地理启蒙书,http://img3m8.ddimg.cn/42/6/23967348-1_l_17.jpg,黄伟康 后浪,100%推荐,18103次,¥12.70
288,觉醒（梁晓声2020重磅长篇）精装版,http://img3m1.ddimg.cn/73/20/29116171-1_l_9.jpg,2020-08-01 中国友谊出版公司,95.8%推荐,106次,¥16.60
289,中国民间故事 快乐读书吧 五年级上册推荐阅读(中小学生课外阅读指导丛书)无障碍阅读 彩插励志版 15000多名读者热评！,http://img3m2.ddimg.cn/30/32/27898032-1_l_4.jpg,金波 著,100%推荐,465次,¥24.90
290,中华人民共和国民法典（大字版）（32开大字条旨红皮烫金）2020年6月新版 团购电话：4001066666转6,http://img3m7.ddimg.cn/19/9/28553797-1_l_26.jpg,2015-04-01 北京教育出版社,99.9%推荐,412次,¥29.50
291,小学生作文获奖作文1000篇 超52万读者好评！老师推荐作文素材 作文书 4 6年级作文书 3 4年级小学作文书 三四五六年级作文优秀分类小考满分作文 波波乌作文,http://img3m2.ddimg.cn/2/23/20998892-1_l_38.jpg,费孝通,100%推荐,10212次,¥19.99
292,皮囊【薇娅推荐】（400万册纪念版。直面人生的终极问题，刻在骨头里的故事，容纳一个个既失去家乡又未到达远方的生命。）,http://img3m1.ddimg.cn/3/6/27872661-1_l_13.jpg,2019-09-01 人民文学出版社,100%推荐,2813次,¥15.50
293,长征修订版(团购更优惠 电话：4001066666转6）,http://img3m9.ddimg.cn/85/17/24009169-1_l_9.jpg,郑利强 段虹(绘) 步印童书 出品,100%推荐,934次,¥11.30
294,项塔兰（樊登读书会推荐，当当专享“项塔兰语录”记事本。喜爱阅读的人一生都在寻找的伟大小说！全球畅销600万册的文学经典！）,http://img3m8.ddimg.cn/73/17/28990738-1_l_7.jpg,2016-06-01 新世界出版社,100%推荐,80次,¥25.60
295,犹太人3000年（彩图精装典藏版）,http://img3m1.ddimg.cn/95/24/28993631-1_l_3.jpg,梁晓声 著，新华先锋 出品,99.9%推荐,239次,¥0.00
296,小王子（名家全译本，原版插图精美再现，版语文教材阅读，傅雷翻译出版奖得主郑克鲁法语原文直译）,http://img3m6.ddimg.cn/34/34/25289386-1_l_1.jpg,2020-09-01 天津人民出版社,99.9%推荐,1437次,¥22.20
297,大国崛起  团购电话:4001066666转6,http://img3m6.ddimg.cn/2/6/9239276-1_l_7.jpg,闻钟主编,99.6%推荐,4034次,¥9.99
298,稻草人（语文教材三年级上册“快乐读书吧”篇目，手绘精美插图）,http://img3m9.ddimg.cn/57/20/26315049-1_l_5.jpg,2019-06-01 南方出版社,100%推荐,640次,¥60.80
299,情话微微甜（全2册）当当特供签名本,http://img3m4.ddimg.cn/28/32/28997524-1_l_6.jpg,中国法制出版社,100%推荐,198次,¥26.00
300,徐霞客游记：译注本,http://img3m5.ddimg.cn/89/25/28545155-1_l_3.jpg,2020-06-01 中国法制出版社,100%推荐,207次,¥26.00
301,我们仨（新版）,http://img3m4.ddimg.cn/49/19/25284154-1_l_3.jpg,杨绛,100%推荐,10714次,¥15.40
302,中国少年儿童百科全书全4册彩图小学生科普百科课外阅读书籍十万个为什么儿童版一年级二年级课外阅读书籍红星照耀中国,http://img3m8.ddimg.cn/79/25/1662872488-1_l_4.jpg,2018-06-01 生活.读书.新知三联书店,99.7%推荐,153次,¥13.80
303,信谊世界精选图画书・蚯蚓的日记,http://img3m2.ddimg.cn/62/13/25227242-1_l_5.jpg,埃德加・斯诺,100%推荐,2832次,¥6.80
304,我心归处是敦煌：樊锦诗自述（2019中国好书！2019感动中国人物！人民日报推荐 “敦煌的女儿”樊锦诗唯一自传）团购电话:4001066666转6,http://img3m6.ddimg.cn/36/4/27931896-1_l_12.jpg,2020-07-01 人民文学出版社,100%推荐,756次,¥18.40
305,胡桃夹子 国际大奖儿童文学读物小学生三四五六年级课外阅读书籍青少年儿童必读名著故事书,http://img3m0.ddimg.cn/22/25/28495390-1_l_3.jpg,[美] 朵琳・克罗宁 著；[美] 哈利・布里斯 绘；陈宏淑 译,100%推荐,237次,¥36.70
306,天利38套 历史《大事年表》,http://img3m4.ddimg.cn/65/17/26487614-1_l_4.jpg,2013-04-01 明天出版社,99.9%推荐,775次,¥14.60
307,非暴力沟通,http://img3m2.ddimg.cn/73/2/25334272-1_l_1.jpg,樊锦诗  口述； 顾春芳  撰写,100%推荐,2543次,¥2.40
308,米小圈漫画成语（套装共5册）,http://img3m3.ddimg.cn/84/31/28519113-1_l_5.jpg,2019-10-01 译林出版社,100%推荐,422次,¥29.40
309,成语接龙600条,http://img3m1.ddimg.cn/62/24/27882521-1_l_2.jpg,E.T.A.霍夫曼,100%推荐,432次,¥15.90
310,唐诗鉴赏辞典（新一版）,http://img3m5.ddimg.cn/43/13/23339095-1_l_8.jpg,2019-08-01 北京日报出版社（原同心出版社）,99.8%推荐,2832次,¥47.00
311,论语译注（简体字本） 修订新版,http://img3m1.ddimg.cn/94/2/25163221-1_l_2.jpg,教学考试研究院,100%推荐,5860次,¥5.80
312,几米：星空（热播剧《以家人之名》宋威龙饰凌霄同款睡前读物&珍藏绘本）,http://img3m3.ddimg.cn/67/24/23426833-1_l_1.jpg,2019-01-01 西藏人民出版社,99.8%推荐,469次,¥77.40
313,乡土中国 整本书阅读与检测（统编语文教科书整本书阅读丛书）,http://img3m4.ddimg.cn/80/35/28972034-1_l_13.jpg,（美）马歇尔?卢森堡著   阮胤华译,100%推荐,202次,¥16.90
314,现代汉语词典 第七版+古汉语常用字字典单色本 商务印书馆（第5版第六版升级版） 精装全2本字典词典工具书,http://img3m9.ddimg.cn/46/22/1108808659-1_l_7.jpg,2018-08-31 华夏出版社,99.7%推荐,138次,¥0.00
315,杀死一只知更鸟（豆瓣9.2，关于勇气与正义的成长教科书，影响全球5000万家庭的“教养宝典”，奥巴马、贝克汉姆、奥普拉鼎力推荐）,http://img3m2.ddimg.cn/1/34/24185602-1_l_4.jpg,北猫,100%推荐,2652次,¥22.30
316,霍乱时期的爱情（《百年孤独》作者马尔克斯传世巨著，展示爱情的所有可能）,http://img3m0.ddimg.cn/59/31/28522850-1_l_4.jpg,2020-01-01 四川少儿出版社,100%推荐,614次,¥18.00
317,格林童话精选（《语文》推荐阅读丛书）人民文学出版社,http://img3m8.ddimg.cn/41/3/25267118-1_l_3.jpg,本书编委,99.9%推荐,217次,¥105.00
318,人生处处是修行（当当专享静心字帖！从阿里高管到托钵行走再到山间修行，鬼脚七写给你的修心课，内心不焦虑的活法。）,http://img3m4.ddimg.cn/55/12/28998244-1_l_5.jpg,2018-06-01 商务印书馆国际有限公司,100%推荐,77次,¥25.90
319,季羡林：人间岁月长,http://img3m4.ddimg.cn/55/26/28540864-1_l_7.jpg,俞平伯 等,99.9%推荐,418次,¥34.50
320,一千零一夜（五年级上 快乐读书吧）,http://img3m5.ddimg.cn/61/3/28993795-1_l_3.jpg,2013-08-01 上海辞书出版社,100%推荐,264次,¥25.70
321,和大人一起读（一至四册） 一年级上册 曹文轩 陈先云 主编 统编语文教科书配套书目 人教版快乐读书吧阅读课程化丛书,http://img3m3.ddimg.cn/90/20/27931653-1_l_4.jpg,曹文轩、陈先云 主编,100%推荐,397次,¥29.90
322,3-6岁儿童哲学启蒙绘本：救命啊 睡前亲子故事 发现生命的美好 小竹马童书,http://img3m7.ddimg.cn/51/5/28982697-1_l_3.jpg,2019-08-01 人民教育出版社,100%推荐,85次,¥28.00
323,月亮与六便士（新版全注释无删减。荣登豆瓣年度高分榜。毛姆代表作、畅销百万册。梁文道李银河推荐、李继宏译本）【果麦经典】,http://img3m2.ddimg.cn/96/0/29114412-1_l_8.jpg,[英] 法伦・菲利普斯,5.9%推荐,101次,¥14.90
324,新东方 四级词汇词根+联想记忆法：乱序版 100册以上团购请致电：400-106-6666转6,http://img3m5.ddimg.cn/81/23/25220925-1_l_5.jpg,2020-06-01 江苏凤凰科学技术出版社,100%推荐,2720次,¥37.80
325,牛津中阶英汉双解词典（第5版）,http://img3m5.ddimg.cn/60/4/24009045-1_l_12.jpg,毛姆，译者：李继宏，果麦文化 出品,99.9%推荐,1347次,¥9.64
326,【已售罄】将进酒：终章 签名版（共2册）,http://img3m9.ddimg.cn/52/4/29000419-1_l_6.jpg,2020-08-01 江苏凤凰文艺出版社,94.8%推荐,127次,¥96.10
327,长安客（张颂文推荐，大唐版《人类群星闪耀时》，李白、杜甫、王维、白居易、元稹、柳宗元、刘禹锡、李商隐，八位诗人的命运特写）,http://img3m6.ddimg.cn/23/28/28558256-1_l_12.jpg,俞敏洪,99.9%推荐,1277次,¥39.00
328,我们的身体,http://img3m7.ddimg.cn/57/36/23946177-1_l_28.jpg,2017-12-01 海豚出版社,99.9%推荐,12321次,¥20.10
329,迦太基启示录：海洋帝国的崛起与覆亡,http://img3m7.ddimg.cn/23/4/29001677-1_l_2.jpg,[英]艾莉森・沃特斯 [英]维多利亚・布尔 编，刘常华 等译,100%推荐,74次,¥12.99
330,一千零一夜（《语文》推荐阅读丛书）人民文学出版社,http://img3m8.ddimg.cn/12/36/25267188-1_l_3.jpg,2016-07-01 商务印书馆,100%推荐,227次,¥58.00
331,曹文轩纯美小说系列：草房子,http://img3m7.ddimg.cn/82/12/23953627-1_l_6.jpg,"唐酒卿 著,酷威文化 出品",100%推荐,8820次,¥39.30
332,罗生门（芥川龙之介小说集）《人间失格》作者太宰治是芥川的头号书迷，李现推荐,http://img3m4.ddimg.cn/14/2/25190564-1_l_2.jpg,2020-09-01 江苏凤凰文艺出版社,100%推荐,6035次,¥24.10
333,亲近母语 日有所诵 第五版 小学一年级,http://img3m1.ddimg.cn/8/17/25094231-1_l_3.jpg,北溟鱼，果麦文化 出品,100%推荐,2224次,¥9.40
334,房思琪的初恋乐园 （豆瓣9.2高分！数百万读者强烈共鸣的文学绝唱）,http://img3m8.ddimg.cn/14/27/25208978-1_l_3.jpg,2020-05-01 天津人民出版社,100%推荐,5768次,¥14.00
335,你想活出怎样的人生（宫崎骏从10岁读到70岁的小说，同名电影制作中，登顶日本2018图书总榜）,http://img3m0.ddimg.cn/37/36/27911800-1_l_3.jpg,[法]艾德兰  文，[法]巴尔博里尼  绘，荣信教育  出品,100%推荐,1885次,¥1.99
336,现代汉语词典第7版+古汉语常用字字典第5版（套装2本） 商务印书馆,http://img3m6.ddimg.cn/29/11/24210776-1_l_3.jpg,2012-06-01 未来出版社,99.9%推荐,127次,¥17.00
337,洛克菲勒留给儿子的38封信,http://img3m8.ddimg.cn/30/25/22859328-1_l_1.jpg,[日]森本哲郎,99.8%推荐,698次,¥31.80
338,史记（精装新版，全三册）,http://img3m9.ddimg.cn/56/8/25308119-1_l_2.jpg,2020-07-01 重庆出版社,100%推荐,1452次,¥19.99
339,论语（国学启蒙经典系列。全文注音+详尽注释+精准翻译，无需古文基础，也能轻松读懂）,http://img3m1.ddimg.cn/34/36/26487781-1_l_5.jpg,阿拉伯民间故事 王瑞琴 译,100%推荐,1230次,¥24.70
340,万历十五年 一本好书 腾讯视频栏目推荐,http://img3m5.ddimg.cn/98/7/23445575-1_l_7.jpg,2018-04-01 人民文学出版社,99.8%推荐,14387次,¥126.60
341,米小圈脑筋急转弯（第二辑）(套装共4册）,http://img3m8.ddimg.cn/35/20/28552328-1_l_3.jpg,北猫,100%推荐,300次,¥30.40
342,朗文・外研社・新概念英语1英语初阶学生用书（全新版附扫码音频）,http://img3m8.ddimg.cn/33/7/28486788-1_l_6.jpg,2020-06-01 四川少儿出版社,100%推荐,326次,¥31.90
343,东野圭吾：解忧杂货店（胡歌、王俊凯、刘昊然倾情推荐，东野圭吾长篇小说代表作，这家店帮你找回内心流失的东西）,http://img3m8.ddimg.cn/92/3/23464478-1_l_10.jpg,亚历山大（L. G. Alexander），何其莘,99.9%推荐,20786次,¥27.30
344,成功，动机与目标,http://img3m5.ddimg.cn/44/5/1515986945-1_l_1.jpg,2019-09-02 外语教学与研究出版社,100%推荐,58次,¥20.72
345,心智力  商业奇迹的底层思维 （团购，请致电400-106-6666转6）,http://img3m6.ddimg.cn/31/12/1422322636-1_l_1.jpg,(日)东野圭吾 著，新经典 出品,100%推荐,63次,¥31.90
346,青铜葵花正版曹文轩纯美小说7-8-9-10-12岁草房子系列儿童文学校园青少年版四五六年级下册小学生课外阅读书籍全套原版完整版,http://img3m2.ddimg.cn/41/5/23949032-1_l_4.jpg,2014-05-01 南海出版公司,100%推荐,7773次,¥9.40
347,撒野3完结篇（下单抽送亲签明信片！随书附赠明信片3张、书签1张、主角透卡1张）,http://img3m2.ddimg.cn/90/14/28541592-1_l_9.jpg,(美)霍尔沃森,100%推荐,1372次,¥35.50
348,枪炮、病菌与钢铁――人类社会的命运(修订版）,http://img3m5.ddimg.cn/55/4/24010525-1_l_6.jpg,2013-03-01 译林出版社,99.9%推荐,3844次,¥27.50
349,破云（高人气畅销书作家淮上震撼人心的刑侦悬疑巨作！蝉联平台季榜、年榜、订阅榜等各大金榜！随书赠送破云主角海报+高甜互动贴纸！）,http://img3m5.ddimg.cn/89/29/27901655-1_l_1.jpg,李中莹,99.9%推荐,1961次,¥17.99
350,稻草人 快乐读书吧 三年级上册推荐阅读(中小学生课外阅读指导丛书)无障碍阅读 彩插励志版 270000多名读者热评！,http://img3m7.ddimg.cn/49/15/22854397-1_l_22.jpg,2018-03-01 电子工业出版社,99.9%推荐,12058次,¥35.20
351,把自己作为方法：与项飙谈话,http://img3m9.ddimg.cn/83/1/28986689-1_l_3.jpg,曹文轩,99.9%推荐,110次,¥11.20
352,小学生英语音标速查表,http://img3m3.ddimg.cn/42/9/27880323-1_l_1.jpg,2016-04-01 江苏少年儿童出版社,99.9%推荐,952次,¥32.60
353,猜猜我有多爱你 绘本 硬皮精装幼儿园小学一二年级儿童宝宝早教亲子童话故事图书籍0-1-3-5-6-8周岁非注音版睡前读物情商启蒙朗读者,http://img3m9.ddimg.cn/77/10/1002495659-1_l_10.jpg,巫哲,99.8%推荐,191次,¥3.20
354,人体简史（你的记忆能被篡改！一部从头讲到脚、从里讲到外、从30亿年前讲到今天的人体百科全书！罗振宇推荐）（作者随机印签版）,http://img3m5.ddimg.cn/65/1/28977365-1_l_18.jpg,2020-04-03 江苏凤凰文艺出版社,99.9%推荐,986次,¥35.60
355,2021肖秀荣考研政治知识点精讲精练,http://img3m6.ddimg.cn/53/21/28485026-1_l_5.jpg,[美]贾雷德・戴蒙德著 谢延光译,100%推荐,342次,¥34.90
356,城南旧事(中小学生课外阅读指导丛书)无障碍阅读 彩插励志版 400000多名读者热评！,http://img3m9.ddimg.cn/48/18/22800639-1_l_14.jpg,2016-07-01 上海译文出版社,99.9%推荐,17820次,¥16.99
357,边城 沈从文全集 （纪念典藏版）精选沈从文代表性的小说 中国现代文学 儿童文学 小说 散文作品书籍,http://img3m8.ddimg.cn/85/1/1512087178-1_l_2.jpg,淮上,99.7%推荐,303次,¥57.90
358,红岩,http://img3m1.ddimg.cn/79/2/25167661-1_l_3.jpg,2019-06-20 江苏凤凰文艺出版社,100%推荐,9132次,¥9.00
359,博弈论,http://img3m1.ddimg.cn/90/13/28988181-1_l_3.jpg,叶圣陶著,99.6%推荐,71次,¥1.00
360,家人闲坐，灯火可亲 汪曾祺散文集（愿你有家可回，有人可等。三餐有味，四季有景）,http://img3m9.ddimg.cn/28/2/28530739-1_l_12.jpg,2012-08-01 商务印书馆,100%推荐,1973次,¥20.40
361,米小圈上学记三年级（套装共4册）,http://img3m4.ddimg.cn/88/18/25261324-1_l_3.jpg,北猫,100%推荐,27871次,¥42.80
362,精进写作：如何成为一名写作高手,http://img3m4.ddimg.cn/64/34/29002114-1_l_5.jpg,2018-04-01 四川少儿出版社,99.8%推荐,1053次,¥29.00
363,西游记（上下）原著（《语文》推荐阅读丛书 人民文学出版社）,http://img3m4.ddimg.cn/94/13/25283704-1_l_2.jpg,弘丹,100%推荐,1022次,¥39.20
364,【已售罄】【100％亲笔签名】当年万里觅封侯（随书附赠郁赦海报+《诗经》手账本+精美明信片1）,http://img3m6.ddimg.cn/28/32/29122066-1_l_3.jpg,2020-08-01 电子工业出版社,95.6%推荐,65次,¥35.80
365,罗尔德・达尔作品典藏 了不起的狐狸爸爸,http://img3m2.ddimg.cn/48/36/25110012-1_l_10.jpg,吴承恩,100%推荐,23161次,¥13.60
366,宫西达也恐龙系列全套7册（你看起来好像很好吃+我是霸王龙等）,http://img3m6.ddimg.cn/37/10/24079906-1_l_21.jpg,2018-05-30 人民文学出版社,100%推荐,51684次,¥2.99
367,全球最美的100个地方 图说天下 国家地理,http://img3m7.ddimg.cn/54/27/22790547-1_l_1.jpg,漫漫何其多,99.9%推荐,2660次,¥71.80
368,"小学生必背古诗词75+80首涵盖部编版小学教材要求必背古诗词129首 30万多读者好评,不同印次随机发货 团购电话：4001066666转6",http://img3m8.ddimg.cn/74/0/23435948-1_l_34.jpg,2020-09-01 江苏凤凰文艺出版社,100%推荐,6191次,¥8.70
369,活着（精装版，余华代表作，易烊千玺推荐阅读版本）,http://img3m9.ddimg.cn/93/8/25092039-1_l_3.jpg,罗尔德・达尔,100%推荐,9569次,¥8.00
370,西方战略之父：汉尼拔的一生（他是差点儿一个人毁灭整个罗马的战略大师，更是拿破仑、艾森豪威尔和巴顿共同的老师！）,http://img3m8.ddimg.cn/97/9/29127778-1_l_3.jpg,2017-05-01 明天出版社,100%推荐,61次,¥20.10
371,风声（茅盾文学奖得主、《人生海海》作者麦家代表作，全新再版！）,http://img3m0.ddimg.cn/78/30/29128650-1_l.jpg,宫西达也 文/图，杨文 晓晗 译,100%推荐,59次,¥17.50
372,新版林格伦作品选集・美绘版 长袜子皮皮,http://img3m5.ddimg.cn/14/16/25235015-1_l_2.jpg,2016-11-01 ２１世纪出版社,100%推荐,10451次,¥57.07
373,亲密关系：通往灵魂的桥梁（新版）,http://img3m6.ddimg.cn/58/8/26490676-1_l_5.jpg,<图说天下.国家地理系列>编委会,100%推荐,1751次,¥43.10
374,狼王梦（升级版）/动物小说大王沈石溪・品藏书系,http://img3m9.ddimg.cn/84/5/25309929-1_l_13.jpg,2012-06-01 北京联合出版公司,100%推荐,17202次,¥10.40
375,儿童绘本3-6岁经典绘本排行榜绘本0-3岁幼儿园绘本睡前故事书5册宝宝情商性格养育挫折教育绘本我爸爸妈妈爱给小熊宝宝绘本早教书籍儿童情绪管理与性格培养绘本12346岁宝宝适合的书销儿童畅销书有声伴读,http://img3m7.ddimg.cn/80/5/1176804467-1_l_11.jpg,说词解字辞书研究中心,99.8%推荐,984次,¥22.00
376,星火英语六级真题备考2020年12月试卷全套资料大学英语cet6历年真题词汇听力阅读理解翻译写作文专项训练单词书籍,http://img3m6.ddimg.cn/36/18/28500156-1_l_15.jpg,2014-02-01 华语教学出版社,100%推荐,557次,¥9.40
377,米小圈脑筋急转弯（第一辑）（套装共4册）,http://img3m8.ddimg.cn/38/0/23878838-1_l_5.jpg,余华 著，新经典 出品,100%推荐,44071次,¥9.90
378,中华成语故事大全4册注音版儿童读物7-10岁拼音读物一年级必读经典书目二三年级小学生课外阅读经典书籍适合1-2-3年级课外书6-7-8-9-10-11-12岁儿童阅读的书,http://img3m7.ddimg.cn/64/9/1194949567-1_l_2.jpg,2017-06-01 北京十月文艺出版社,99.7%推荐,564次,¥36.80
379,伪装学渣1+2（全两册）（新锐作家木瓜黄暖心校园力作，讲述贺朝和谢俞两个学霸伪装学渣共同竞争的故事）,http://img3m6.ddimg.cn/39/16/27927246-1_l_8.jpg,(美)帕特里克.亨特 著;读客文化 出品,99.9%推荐,1018次,¥27.40
380,我今天写什么日记,http://img3m3.ddimg.cn/57/31/23457513-1_l_1.jpg,2020-09-30 北京日报出版社（原同心出版社）,100%推荐,1599次,¥9.90
381,轻狂（既要今朝醉，也要万年长。畅销书作家巫哲全新燃情力作。《撒野》热血兄弟篇。轻狂一场，无悔青春。随书附赠人物大海报+卡贴+卡立+书签）,http://img3m2.ddimg.cn/17/16/27926432-1_l_9.jpg,巫哲,100%推荐,1498次,¥22.40
382,复活(《语文》推荐阅读丛书)人民文学出版社,http://img3m5.ddimg.cn/6/24/25283715-1_l_3.jpg,2019-09-01 文化发展出版社,100%推荐,269次,¥33.30
383,AWM绝地求生 上册+下册,http://img3m6.ddimg.cn/53/10/27855386-1_l_8.jpg,列夫・托尔斯泰,99.8%推荐,1295次,¥35.80
384,世说新语(精)上下册--中华经典名著全本全注全译丛书(第三辑),http://img3m5.ddimg.cn/52/18/23568685-1_l_5.jpg,2018-06-01 人民文学出版社,99.9%推荐,4664次,¥39.60
385,许三观卖血记（新版）,http://img3m6.ddimg.cn/15/26/25160766-1_l_3.jpg,漫漫何其多,100%推荐,9191次,¥0.00
386,【限时秒杀】全2册 儿童十万个为什么 脑筋急转弯彩图注音版小学生课外阅读书籍儿童益智故事书3-6-7-8-9-10-12岁 一年级二年级三年级课外书,http://img3m9.ddimg.cn/93/25/1616769489-1_l_1.jpg,2019-04-24 北京时代华文书局,100%推荐,324次,¥14.30
387,【高尔基四部曲】原著4册精装正版 童年+在人间+我的大学+母亲 高尔基自传 青少版世界文学小说名著 经典文学名著,http://img3m5.ddimg.cn/56/30/1703129825-1_l_1.jpg,朱碧莲，沈海波　译注,100%推荐,59次,¥11.99
388,2020基础知识手册 高中语文,http://img3m7.ddimg.cn/2/21/28518437-1_l_3.jpg,2014-09-01 中华书局,100%推荐,114次,¥9.90
389,儒林外史(56回全本，内容考证、文字句读全新修订版。),http://img3m0.ddimg.cn/88/28/23733160-1_l_1.jpg,余华,99.9%推荐,4038次,¥58.88
390,下雨的书店（全2册）,http://img3m6.ddimg.cn/85/2/26510206-1_l_8.jpg,2017-09-12 作家出版社,100%推荐,436次,¥46.80
391,白日梦我（继《撒野》《少年的你，如此美丽》后，读者期待值爆棚的校园文！新增甜宠番外三则。随书附赠校园万花筒+精美书签）,http://img3m9.ddimg.cn/39/17/27898239-1_l_6.jpg,亦凡,99.9%推荐,1200次,¥11.30
392,半小时漫画宋词（别光笑！有考点！漫画科普开创者二混子新作！全网粉丝700万！）,http://img3m8.ddimg.cn/26/2/28527668-1_l_8.jpg,2018-02-01 北京日报出版社（原同心出版社）,100%推荐,2138次,¥0.00
393,大中华寻宝系列21 青海寻宝记,http://img3m5.ddimg.cn/19/32/1516357675-1_l_1.jpg,高尔基,100%推荐,55次,¥31.50
394,西游记 四大名著 七年级上册推荐阅读（足本典藏精装 无障碍阅读 疑难字注音 解词释义）,http://img3m0.ddimg.cn/63/36/23992020-1_l_9.jpg,2017-08-01 中国文联出版社,100%推荐,1108次,¥31.10
395,半小时漫画中国史1-4+世界史（共5册）（看半小时漫画，通五千年历史！漫画式科普开创者二混子新作！）（随机签章版）,http://img3m2.ddimg.cn/65/6/27931232-1_l_6.jpg,薛金星主编,100%推荐,1554次,¥27.40
396,作家榜经典：夜航船（年轻人要熟知的4248个文化常识！贾平凹题名版！读过《夜航船》，灵魂才有趣！未删节插图珍藏版，套装共2册）,http://img3m7.ddimg.cn/50/6/25536407-1_l_23.jpg,2016-03-01 北京教育出版社,99.9%推荐,1052次,¥10.99
397,我与地坛（纪念版）（1-9年级必读书单）,http://img3m1.ddimg.cn/6/9/21055821-1_l_2.jpg,吴敬梓,99.8%推荐,1730次,¥27.00
398,男人来自火星女人来自金星全套共4册 正版升级版 两性情感 婚恋心理学书籍 撩妹约会泡妞秘籍积极恋爱学书籍 关于爱情的书恋爱书籍,http://img3m5.ddimg.cn/26/20/1676872025-1_l_1.jpg,2015-07-01 花山文艺出版社,100%推荐,51次,¥32.40
399,创业36条军规,http://img3m6.ddimg.cn/13/30/1422340636-1_l_1.jpg,（日）日向理惠子 著 （日）吉田尚令 绘， 爱心树童书  出品,100%推荐,52次,¥104.70
400,思考，快与慢,http://img3m6.ddimg.cn/18/12/1422341136-1_l_1.jpg,2019-02-01 新星出版社,100%推荐,52次,¥42.90
